1, 1606 , -306 , -205 , 108 , 505 , 604 , 706 , 703 , 701 , 804 , 1004 , 1006 , 1103 , 1202 , 1205 , 1305 , 11504 , 0 , 0 , 0
1, 101 , 1602 , -205 , -303 , 105 , 404 , 704 , 703 , 903 , 1006 , 1103 , 1201 , 1203 , 1301 , 11503 , 0 , 0 , 0 , 0 , 0
1, 111 , -309 , -407 , 107 , 310 , 408 , 507 , 708 , 605 , 706 , 808 , 909 , 1109 , 1131 , 1207 , 1209 , 1307 , 1309 , 11508 , 0
1, 1601 , 1610 , -208 , -210 , 107 , 306 , 408 , 708 , 808 , 1109 , 1306 , 11508 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
1, 111 , 1610 , -108 , -210 , 408 , 409 , 708 , 704 , 808 , 1006 , 1207 , 11406 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
2, 111 , -306 , -308 , 107 , 408 , 709 , 708 , 909 , 1109 , 1306 , 11508 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
2, 101 , -204 , 104 , 505 , 703 , 601 , 706 , 1006 , 1109 , 1207 , 1306 , 11607 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
2, 1601 , -207 , -108 , 104 , 205 , 404 , 402 , 507 , 706 , 1006 , 1205 , 1107 , 11406 , 0 , 0 , 0 , 0 , 0 , 0 , 0
2, 101 , -205 , 102 , 306 , 507 , 706 , 1006 , 1205 , 11406 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
2, 1601 , -207 , -308 , 104 , 306 , 404 , 704 , 903 , 1006 , 1103 , 1203 , 1306 , 11605 , 0 , 0 , 0 , 0 , 0 , 0 , 0
3, 101 , 1602 , -104 , 306 , 406 , 605 , 602 , 808 , 1008 , 1106 , 1307 , 1306 , 11504 , 0 , 0 , 0 , 0 , 0 , 0 , 0
3, 1601 , -202 , -104 , 110 , 309 , 408 , 610 , 708 , 908 , 805 , 1109 , 1207 , 11406 , 0 , 0 , 0 , 0 , 0 , 0 , 0
3, 1601 , 1610 , -202 , -303 , 108 , 309 , 411 , 611 , 810 , 909 , 1006 , 1109 , 11407 , 0 , 0 , 0 , 0 , 0 , 0 , 0
3, 101 , -202 , 105 , 401 , 603 , 601 , 802 , 1001 , 1103 , 11402 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
3, 111 , -107 , -205 , 210 , 408 , 509 , 607 , 605 , 708 , 907 , 1109 , 1306 , 11509 , 0 , 0 , 0 , 0 , 0 , 0 , 0
4, 111 , -108 , 210 , 411 , 711 , 708 , 806 , 904 , 1106 , 1203 , 1303 , 11405 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
4, 101 , -205 , -104 , 102 , 401 , 601 , 804 , 903 , 1106 , 11405 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
4, 111 , 1610 , -207 , 610 , 909 , 1011 , 1310 , 11410 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
4, 1606 , -207 , 406 , 607 , 709 , 806 , 904 , 1103 , 1207 , 1309 , 11509 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
4, 111 , -108 , -206 , 310 , 507 , 606 , 806 , 1008 , 1306 , 11507 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
5, 101 , -306 , 504 , 803 , 1103 , 1106 , 1205 , 11405 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
5, 111 , 1610 , -210 , 107 , 405 , 506 , 603 , 805 , 903 , 1102 , 1222 , 1204 , 11503 , 0 , 0 , 0 , 0 , 0 , 0 , 0
5, 111 , -310 , 609 , 807 , 910 , 1109 , 1311 , 11508 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
